session_time(in seconds),pages_viewed,past_visits,traffic_source,user_device,did_convert
112.62434159444618,4,2,direct,Mobile,0
722.429143420205,3,2,referral,Mobile,0
316.01896645090784,3,1,direct,Desktop,1
219.1062129062288,2,0,referral,Desktop,0
40.709968910963106,0,1,direct,Mobile,0
40.70311005950524,4,1,ads,Mobile,0
14.361304466083363,5,0,direct,Mobile,0
482.69540747518545,2,1,direct,Mobile,1
220.57971687054348,3,0,direct,Desktop,0
295.5000148091017,7,3,referral,Desktop,1
4.991833919793269,5,2,referral,Desktop,1
840.8537940379949,3,0,referral,Mobile,1
428.743090405122,1,0,ads,Mobile,0
57.28503005974728,3,2,ads,Mobile,0
48.162957299919206,4,1,referral,Mobile,1
48.626741479741696,1,0,direct,Mobile,0
87.0608950705145,3,2,referral,Mobile,0
178.54267940660506,3,1,direct,Mobile,0
135.7288960272808,4,2,ads,Mobile,1
82.61351821294596,1,0,direct,Mobile,0
227.12900973595168,2,0,ads,Mobile,0
36.05628689456128,3,0,ads,Mobile,0
82.92372288057655,2,1,referral,Mobile,1
109.5065323730033,1,0,referral,Mobile,0
146.144325086346,1,1,referral,Desktop,0
369.10464264741887,3,4,direct,Mobile,0
53.45660691088567,0,0,ads,Desktop,0
173.28699720795066,3,2,referral,Desktop,1
215.40113311434254,1,1,direct,Mobile,0
11.41532394153805,1,0,ads,Mobile,0
224.47992495590643,7,3,direct,Mobile,1
44.87070047457994,3,1,direct,Mobile,1
16.14334341103302,2,0,referral,Mobile,1
713.6850704416634,4,0,referral,Desktop,0
808.9512821906815,4,0,referral,Mobile,0
396.5595774750904,0,1,referral,Desktop,1
87.18908639250199,3,3,direct,Desktop,1
24.666555600601498,3,2,referral,Mobile,1
276.6601831436788,7,2,direct,Mobile,1
139.2218022204956,3,1,ads,Mobile,0
31.236536149067675,2,1,direct,Mobile,1
164.05133475219603,4,3,direct,Mobile,1
8.39849314643498,2,0,ads,Desktop,1
576.1014929743258,2,1,ads,Mobile,0
71.86986644176466,3,0,ads,Mobile,0
260.7013916555953,0,0,direct,Desktop,0
89.65117959782968,0,2,referral,Mobile,1
176.18661501821487,3,1,referral,Mobile,1
189.89371151563142,4,0,ads,Mobile,1
49.05326388189738,6,1,direct,Mobile,1
838.2737118566944,4,1,direct,Desktop,1
358.1388905131538,2,2,referral,Desktop,0
673.2226606299797,2,0,direct,Mobile,0
540.5164794082071,8,0,referral,Mobile,1
218.653058971986,4,1,ads,Mobile,0
611.8644910246572,3,0,ads,Desktop,0
22.23731014874775,1,2,referral,Desktop,1
52.35232671150419,2,3,ads,Mobile,0
11.107671764839669,1,3,direct,Mobile,0
94.44770083274084,3,2,direct,Desktop,1
118.11127003061246,4,1,referral,Mobile,1
75.97450637011816,0,0,direct,Desktop,0
423.49388765782413,2,2,direct,Desktop,1
105.89447988716884,5,2,direct,Mobile,0
79.15268163221981,5,1,ads,Desktop,1
187.77769996985904,3,1,ads,Mobile,0
36.45555547695093,1,1,referral,Desktop,1
388.91606298593547,3,0,direct,Mobile,1
18.59420851471416,2,1,direct,Mobile,1
1040.1951215009567,5,0,direct,Mobile,1
355.0761062979627,1,0,direct,Desktop,1
53.16946572141263,3,2,direct,Mobile,1
1.328980890224514,3,1,referral,Mobile,1
405.57522659667023,4,3,referral,Mobile,1
294.5030177728907,2,1,direct,Mobile,1
313.35909810911977,2,0,ads,Desktop,0
354.05148625044325,1,0,ads,Mobile,1
18.463023723311125,0,2,referral,Desktop,1
106.53424137989579,2,1,direct,Desktop,0
29.556025105067917,2,0,ads,Desktop,0
477.24709719797346,1,1,referral,Desktop,0
234.31228601096979,5,1,direct,Mobile,1
96.43651230031223,7,1,referral,Mobile,1
15.760335793147894,2,1,referral,Desktop,1
89.39720409848489,2,1,referral,Desktop,0
94.39541116419153,2,1,referral,Mobile,0
313.8901881498578,1,0,referral,Desktop,0
243.5734461422448,2,1,ads,Desktop,0
523.7404589763636,2,0,referral,Desktop,1
153.37587201031434,5,0,direct,Desktop,1
30.569374467720458,0,2,direct,Desktop,0
299.79032263598384,3,1,direct,Desktop,1
343.2942607384474,2,0,referral,Mobile,0
197.7329987725989,5,2,direct,Desktop,0
353.73359201312746,3,0,referral,Mobile,0
163.3955355624667,5,1,direct,Mobile,1
177.52292130654408,6,0,ads,Desktop,1
133.87540653802256,3,2,ads,Desktop,0
6.179465757627295,5,1,direct,Desktop,1
27.400184446047803,2,1,referral,Mobile,0
7.664083510332917,0,2,ads,Mobile,0
242.81509222261187,6,2,direct,Mobile,0
90.57521011082396,5,3,ads,Mobile,0
170.5049225122056,3,0,referral,Desktop,0
571.5037271630341,6,0,referral,Mobile,1
68.8173175159916,3,0,direct,Mobile,1
126.78767397184143,1,1,ads,Mobile,0
338.09979540926,0,0,referral,Desktop,0
62.35323766017457,2,1,ads,Mobile,0
19.225026852042326,2,2,ads,Desktop,1
82.11367293289369,4,0,referral,Mobile,1
42.19400604001508,5,0,direct,Mobile,0
637.1880206113499,1,1,direct,Desktop,0
396.21289931629667,4,1,direct,Mobile,0
240.83860572492745,3,2,ads,Mobile,0
492.36473532499514,2,2,direct,Desktop,0
390.71254577773357,3,2,direct,Desktop,1
49.55891432607338,2,1,direct,Desktop,0
535.3952172565347,3,0,ads,Desktop,0
186.02397647188127,5,0,referral,Mobile,1
395.3635899128559,2,1,ads,Mobile,1
543.4182358286955,5,0,ads,Mobile,1
91.85537194039642,1,0,ads,Desktop,0
27.9821184297242,0,3,direct,Desktop,1
62.08481907345153,4,1,direct,Mobile,1
133.69384625966745,6,0,direct,Mobile,1
408.91913439334684,4,1,referral,Mobile,1
473.12279325116,3,0,ads,Desktop,0
1.6743382035961554,5,1,direct,Mobile,0
171.5702782412534,2,1,direct,Desktop,0
129.6655970204811,2,3,referral,Desktop,0
60.28016118619788,2,2,direct,Desktop,0
30.643293970955234,4,1,referral,Mobile,0
98.8580591669838,3,1,direct,Desktop,0
687.149069445876,5,4,referral,Desktop,1
93.69211269155386,2,0,referral,Mobile,1
175.54867338243645,2,1,referral,Mobile,1
291.3808744514052,3,0,direct,Desktop,0
108.47387975207096,3,1,direct,Desktop,0
856.2715531900079,4,1,ads,Mobile,1
787.6823674899355,1,2,ads,Mobile,1
69.61471079812927,0,0,referral,Mobile,0
165.03822683132333,1,2,referral,Desktop,0
85.90331041897123,4,1,direct,Desktop,1
80.45992233145961,3,2,ads,Mobile,0
9.020274663725408,4,1,ads,Mobile,1
225.71809703582235,1,0,referral,Desktop,0
167.64471187911323,5,2,ads,Desktop,0
12.684260971294195,3,0,direct,Desktop,0
78.39022104248865,4,2,referral,Desktop,1
573.3266282614417,4,0,ads,Mobile,0
65.7265325140985,4,1,direct,Desktop,1
37.56740663651274,1,1,direct,Mobile,0
161.3453062736727,4,0,ads,Desktop,0
1018.5688758276624,3,2,direct,Desktop,1
66.51475525433429,2,4,ads,Desktop,0
267.6372024713504,5,1,direct,Desktop,1
344.13303029747107,4,0,referral,Mobile,0
65.1199613605934,3,0,direct,Mobile,1
312.65974283815586,4,0,direct,Mobile,1
110.04547182343296,4,1,ads,Desktop,0
240.1208994556251,3,0,ads,Desktop,0
240.9210785130332,1,1,direct,Desktop,0
184.1724599885637,2,1,direct,Desktop,0
22.710998114789028,0,0,ads,Mobile,0
432.8747506191113,4,0,ads,Mobile,0
92.83447048017518,1,0,ads,Mobile,0
49.54370558581357,5,1,referral,Desktop,1
9.991142350642848,1,0,direct,Desktop,0
214.50681710270004,4,1,ads,Mobile,0
271.6444162241637,1,1,ads,Desktop,0
4.014467414032949,6,2,referral,Mobile,1
172.23134029187722,4,3,referral,Mobile,1
61.63779529318984,1,1,referral,Mobile,0
248.66984197144606,3,0,ads,Mobile,1
45.9850134093921,3,2,ads,Desktop,0
281.8110066162526,4,2,ads,Mobile,1
117.35008823546443,2,1,referral,Mobile,1
662.4825162730338,4,2,referral,Desktop,1
35.506659225426944,3,2,ads,Desktop,0
100.11178415884122,3,0,direct,Desktop,0
28.90662840887914,2,2,referral,Mobile,1
620.6856953161737,4,1,referral,Mobile,0
503.60008971863857,3,0,ads,Mobile,0
71.59856881475734,1,1,direct,Mobile,0
258.9030573705395,1,0,direct,Desktop,0
407.8761774334131,2,0,direct,Mobile,1
194.43176656476194,2,0,direct,Mobile,0
181.02705844654704,1,0,direct,Desktop,0
66.45049090509676,6,1,referral,Desktop,0
23.454273713985774,2,2,ads,Mobile,0
546.0295740466855,5,1,referral,Mobile,0
553.6258626356224,7,1,direct,Mobile,1
240.64078067589233,5,2,ads,Mobile,0
99.37116235471774,4,1,referral,Mobile,1
103.09622779479454,3,0,direct,Mobile,0
310.67170313450833,4,2,direct,Mobile,1
545.7833637857406,1,2,ads,Mobile,0
523.4718166551872,2,1,ads,Mobile,0
363.2549260634168,4,1,referral,Desktop,1
246.5545664562492,1,0,direct,Mobile,0
21.094014287060173,4,1,ads,Desktop,0
42.31061152401876,6,0,direct,Mobile,1
549.1753200426014,3,2,ads,Desktop,0
223.79854727174148,1,0,referral,Mobile,0
2.2175053466386583,2,2,direct,Mobile,0
25.679256344627838,4,2,direct,Desktop,1
261.39897294965783,3,0,direct,Desktop,0
1.2178648924312807,1,1,direct,Desktop,0
42.07579586500777,7,0,direct,Desktop,1
190.9674830733436,2,0,referral,Mobile,0
282.555668797155,5,1,referral,Mobile,1
253.30595571245968,6,1,referral,Mobile,1
60.94796815392588,1,1,referral,Mobile,0
298.9001493356493,0,0,ads,Desktop,0
64.99770217267343,2,2,ads,Mobile,0
94.47237814034027,3,1,direct,Desktop,0
329.3658123997898,5,1,referral,Mobile,1
251.70571543266433,0,2,direct,Mobile,0
454.06945859121623,0,0,direct,Mobile,0
257.23518916074295,3,0,referral,Mobile,0
201.61063334094177,4,0,referral,Desktop,1
23.605694747618518,3,3,ads,Desktop,1
110.0199137296848,4,0,referral,Mobile,0
73.95843548611948,3,2,direct,Desktop,1
67.1280488789811,5,1,ads,Desktop,1
866.9542574791021,6,0,direct,Desktop,1
119.8529992896057,3,2,direct,Mobile,0
534.2532506996455,4,0,direct,Mobile,1
239.36025257675595,1,0,ads,Mobile,0
380.11806064521596,3,0,referral,Mobile,1
167.6244778533049,3,0,referral,Mobile,0
206.4374166339804,2,1,ads,Mobile,0
162.79042400200643,4,1,referral,Desktop,1
52.131574878057236,3,2,ads,Mobile,1
307.6228327357929,5,0,referral,Desktop,0
79.0985684079031,3,0,ads,Desktop,0
5.907955459365268,3,0,ads,Desktop,0
248.87250871086573,2,0,referral,Mobile,0
46.784056853957445,0,0,direct,Mobile,1
677.0599553455927,4,0,ads,Mobile,0
738.6149790691255,3,2,referral,Mobile,1
591.2423723121219,2,1,referral,Desktop,0
110.94897515936802,4,3,ads,Mobile,1
3.738555689266652,6,0,referral,Mobile,0
632.5256297596535,4,0,direct,Mobile,0
134.14518649273472,4,2,direct,Mobile,1
816.2020838692935,2,2,referral,Desktop,1
795.2965142712493,1,1,direct,Desktop,1
460.17288412306056,1,1,referral,Mobile,0
83.70625636131847,1,0,ads,Mobile,0
116.71006370368646,4,0,direct,Desktop,1
457.13439659473914,3,2,direct,Desktop,1
91.47509554337209,4,3,ads,Desktop,0
44.572467910981146,4,2,referral,Mobile,1
195.29687809445466,2,0,direct,Mobile,1
660.31043299369,6,1,ads,Mobile,1
285.79814346190494,3,0,referral,Desktop,0
202.58696074455733,1,1,direct,Desktop,0
24.534767363837492,3,0,direct,Mobile,0
229.08737172425225,2,1,direct,Mobile,1
1106.5367394831162,2,2,ads,Desktop,1
36.220940794143395,3,1,referral,Desktop,1
175.31887799556088,3,0,referral,Desktop,0
503.66607309619064,3,2,ads,Desktop,0
324.0082196048808,3,1,direct,Mobile,0
286.57786207240156,6,1,direct,Mobile,1
290.9490134938776,6,1,direct,Desktop,1
106.91816215558778,3,3,direct,Desktop,0
83.41490022410284,3,0,referral,Mobile,0
397.769881742331,3,0,referral,Mobile,1
398.7187677808869,2,0,direct,Desktop,0
484.30801136829956,3,1,direct,Mobile,1
586.7078308407927,3,3,direct,Mobile,1
171.86237686389688,3,2,ads,Desktop,0
167.0842506122878,1,1,referral,Desktop,1
384.227983754037,4,4,referral,Desktop,1
251.93257797307206,1,0,direct,Mobile,0
290.53215564276405,4,0,referral,Mobile,0
381.2686739890092,2,0,direct,Mobile,0
529.7576343232241,2,0,ads,Desktop,0
98.99577771303701,5,1,ads,Desktop,0
113.02482929461353,4,2,referral,Mobile,0
23.687049404966533,1,1,referral,Mobile,0
207.2193663862643,1,1,referral,Mobile,0
8.784985010605679,5,0,direct,Mobile,0
150.3856675637063,3,1,direct,Mobile,0
187.75070056491023,1,2,referral,Desktop,1
81.0313584754854,1,0,direct,Desktop,0
214.47180723508205,5,2,direct,Desktop,0
7.434014904353891,4,0,referral,Desktop,1
9.135239827869452,4,0,ads,Mobile,1
415.0443286891526,1,0,ads,Desktop,0
107.18040580985873,0,0,direct,Mobile,0
32.61336991138272,4,1,direct,Mobile,0
177.27686118696374,2,0,referral,Mobile,0
352.71550570697644,4,0,ads,Mobile,1
58.348320823176806,1,1,ads,Mobile,0
234.0527084775583,1,2,ads,Mobile,0
21.41064695757535,4,0,referral,Mobile,1
12.735623018474257,2,0,direct,Desktop,0
181.89814575012502,1,2,direct,Mobile,0
186.69850624673813,1,2,direct,Mobile,1
243.48898756910782,3,2,referral,Desktop,0
310.7905351000042,4,1,direct,Desktop,0
893.6536820879983,2,0,ads,Mobile,0
174.3098686152855,2,1,ads,Mobile,1
93.60473138543492,4,0,direct,Desktop,1
380.5569551358447,3,0,ads,Mobile,0
75.80435170467295,1,0,referral,Mobile,0
138.71602350559232,1,0,ads,Mobile,0
19.609240460080777,3,1,ads,Desktop,0
6.1626262899538515,2,0,direct,Mobile,0
788.9711815844645,3,1,direct,Mobile,0
433.864234107615,2,1,direct,Mobile,1
285.754255871842,6,0,ads,Desktop,1
126.20631467163405,7,0,referral,Desktop,1
45.6735686741061,4,2,ads,Desktop,1
40.828977977484996,2,0,direct,Mobile,1
69.12143739038007,2,0,referral,Desktop,1
191.2297555951955,0,0,ads,Mobile,0
300.92382906642615,5,2,referral,Mobile,1
259.05368392723165,2,0,direct,Desktop,0
78.81894273335902,4,1,referral,Desktop,1
743.5448396535136,4,0,direct,Desktop,1
321.36417717005435,4,1,direct,Desktop,1
193.9753156635195,5,2,direct,Mobile,1
